ID,ward,district,age_hhh,sex_hhh,edu_hhh,elderly,adult,youth,family_size,nb_of_tractors,nb_of_two_wheel_tractors,nb_of_ploughs,nb_of_cultivators,nb_of_scotchcarts,nb_of_wheelbarows,nb_of_metal_siloes_or_other_improved_storage_facility,nb_of_solar_panels,nb_of_biogas_digester,nb_of_green_houses,nb_of_motorized_grinding_mill,cropped_area,fallow,maize,small_grains,legumes,other,cattle,small_rum,poultry,how_many_bee_hives_do_you_currently_own,do_you_have_a_fish_pond,TLU,do_you_have_an_individual_garden,do_you_have_access_to_a_community_garden,Main food source,Main income source,food_security,hdds,Quality certified seeds,Community seed banks,Drought tolerant varieties,Small grains,Early planting,Crop rotation,Intercropping,Cover crops,Mulching,Integrated pest management,Compost and/or manure,Drip- and/or micro-irrigation market,Optimum plant density,Tree planting on-farm,Tree retention (natural regeneration) on-farm,Improved livestock breed,Improved animal shelter,Water infrastructure,Routine vaccination,Home vaccination,Castration,Deworming,Dipping,Home spraying,Paravet,Homemade animal feed,Fodder production,Fodder preservation,Survival feeding,Commercial feed,Artificial insemination,Pen fattening,crop_div,liv_div,tot_div,clearing,soil_fertility,soil_erosion,soil_compaction,tree_cover,Basal fertilizer,Top-dressing fertilizer,Manure,Compost,credit,saving_loan,knowledge,cereals,Cereal yield (kg/ha),newliv,offtake,death,cattle_goats_poultry
291,Ward 3,Mbire,64,0,1,0,3,4,12,0,0,1,0,0,1,0,1,0,0,0,2,0,2,0,1,0,11,20,15,0,Yes,11.85,0,0,1,1,0.166666667,2,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,1,5,6,0,Deteriorating,Stable,Stable,Stable,0,40,150,0,No,No,Government extension,800,400,2.6,1.91,0.79,9.8
292,Ward 3,Mbire,40,0,1,0,2,1,5,0,0,1,1,0,0,0,1,0,0,1,3,0,0,1,1,1,8,40,15,1,No,15.75,0,0,1,1,0.75,4,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,3,8,11,0,Stable,Improving,Stable,Deteriorating,125,0,250,0,No,No,Other farmers,1100,1100,1,0.5,0.8,7.67
293,Ward 3,Mbire,62,1,1,1,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0.16,0.8,0.4,0.4,0,0,0,4,7,0,No,0.87,1,0,1,1,0.416666667,0,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,4,9,0,Deteriorating,Improving,Stable,Improving,0,0,0,0,No,No,Government extension,750,937.5,0.52,0,0.12,0.45
294,Ward 3,Mbire,41,1,1,0,2,1,7,0,0,1,0,0,1,0,1,0,0,0,1.2,2,0,1.2,0,0,4,5,5,0,No,4.45,1,0,1,0,0.416666667,3,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,4,5,9,0,Stable,Stable,Stable,Stable,0,0,0,0,No,No,Government extension,900,750,1.56,0.65,1.58,3.35
295,Ward 3,Mbire,42,1,0,0,2,1,6,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,15,11,0,No,3.11,0,0,1,0,0.166666667,4,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,1,4,5,0,Deteriorating,Stable,Stable,Stable,50,0,0,0,No,No,Government extension,200,200,0.9,0.2,0.1,1.5
296,Ward 3,Mbire,73,0,0,2,0,2,8,0,0,1,0,0,0,0,1,0,0,0,4,8,1,1,1,1,0,0,0,0,No,0,0,0,1,1,0.5,5,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,1,4,0,Deteriorating,Stable,Improving,Stable,50,50,0,0,No,No,Government extension,1500,750,0,0,0,0
297,Ward 3,Mbire,46,1,0,1,3,4,15,0,0,0,0,0,1,0,0,0,0,0,1,0.8,0,0.4,0.2,0.4,5,22,0,0,No,7.9,1,0,1,0,0,4,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,5,3,8,0,Stable,Stable,Stable,Stable,50,75,0,0,No,No,Other farmers,250,625,1.3,0.4,0,5.7
298,Ward 3,Mbire,69,1,0,3,2,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0.4,0,0.8,0.2,0,0,1,5,0,No,0.25,1,0,0,0,0.666666667,2,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,10,3,13,0,Stable,Stable,Stable,Deteriorating,50,50,0,0,No,No,Government extension,550,687.5,0.04,0.1,0,0.15
299,Ward 3,Mbire,54,0,1,0,2,2,5,0,0,1,0,1,0,0,1,0,0,0,1.6,0,0.8,0.8,0,0,15,8,10,0,No,12.2,0,0,1,0,0.666666667,4,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,1,6,7,0,Stable,Deteriorating,Deteriorating,Deteriorating,0,50,0,0,No,No,Other farmers,1200,750,3.7,0,0,11.31
3,Ward 2,Mbire,61,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.4,0,0,0,0,0,0,No,0,0,0,0,0,0.166666667,2,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,2,0,Stable,Stable,Stable,Deteriorating,0,0,0,0,No,No,Government extension,300,750,0,0,0,0
30,Ward 2,Mbire,34,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.4,0,0.4,0,0,0,0,2,0,0,No,0.4,0,0,0,1,0.416666667,5,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,2,2,0,Deteriorating,Stable,Deteriorating,Improving,0,0,0,0,No,No,Government extension,600,1500,0.1,0,0,0.2
300,Ward 3,Mbire,30,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.8,0,0,4,0,No,0.04,0,0,1,0,0,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,4,6,0,Deteriorating,Improving,Stable,Stable,25,0,0,0,Yes,Yes,Development NGO,0,NA,0.01,0,0,0.04
301,Ward 3,Mbire,56,0,0,0,2,1,5,0,0,0,0,0,0,0,2,0,0,0,3,0,1,2,0,0,0,0,0,0,No,0,0,0,1,0,0,2,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,2,0,Deteriorating,Improving,Improving,Improving,100,50,0,0,No,No,Government extension,0,0,0,0,0,0
302,Ward 3,Mbire,48,1,0,0,2,1,4,0,0,0,0,0,0,0,1,0,0,0,3,0.5,0,1,1,1,0,4,6,0,Yes,0.86,0,0,1,1,0.416666667,3,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,3,3,6,0,Deteriorating,Stable,Improving,Stable,0,0,0,0,No,Yes,Private sector,750,750,0,0,0,0.46
303,Ward 3,Mbire,35,0,1,0,2,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,34,42,0,No,7.22,0,0,1,1,1,3,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,0,5,5,0,Deteriorating,Stable,Stable,Stable,50,50,0,0,No,Yes,Government extension,550,550,1.7,1.1,0,3.4
304,Ward 3,Mbire,52,0,1,0,3,6,13,0,0,2,0,0,0,0,2,0,0,0,6,6,1,3,0,3,8,13,0,0,No,8.2,0,0,1,1,0.666666667,3,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,2,3,5,0,Stable,Stable,Stable,Deteriorating,400,250,0,0,No,No,Government extension,4600,1150,1.8,0.3,0,6.9
305,Ward 3,Mbire,58,1,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0,No,0,0,0,1,1,0.666666667,3,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,2,0,Stable,Deteriorating,Stable,Deteriorating,100,0,0,0,No,No,Government extension,1100,366.6666667,0,0,0,0
306,Ward 3,Mbire,54,0,0,0,2,1,5,0,0,1,0,0,0,0,1,0,0,0,0.16,0.8,0.8,0,0.8,0,2,2,15,0,No,1.95,1,0,1,1,0.5,2,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,7,4,11,0,Improving,Deteriorating,Improving,Improving,0,0,0,0,No,No,Government extension,500,625,0.87,0.03,0.02,1.75
307,Ward 3,Mbire,83,0,0,2,1,2,5,0,0,2,0,1,1,1,1,0,0,0,3,1,1,0,1,1,55,33,16,0,No,45.26,1,0,1,1,0.666666667,5,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,6,6,12,0,Deteriorating,Stable,Deteriorating,Deteriorating,270,200,3000,0,No,No,Government extension,1200,1200,13.02,0.5,0.95,41.08
308,Ward 27,Murehwa,42,0,1,0,2,1,5,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0.4,0,0.11,0,0,0,15,0,No,0.15,0,0,1,0,0.666666667,6,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,3,2,5,1,Improving,Stable,Stable,Stable,50,100,300,300,No,No,Other farmers,1000,2500,0.08,0.05,0.15,0.15
309,Ward 27,Murehwa,42,0,1,0,2,4,11,0,0,1,1,0,2,0,10,0,0,0,0.8,0.4,0.4,0.2,0.3,0.2,2,4,197,0,No,4.17,1,0,1,1,0.666666667,6,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,8,7,15,0,Stable,Improving,Improving,Stable,125,175,900,0,No,No,Relatives,1500,3750,0.38,0.3,4.2,2.07
31,Ward 2,Mbire,31,0,1,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0.4,0,0,0.4,0,0,0,0,0,0,No,0,0,0,0,0,0.416666667,3,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,2,0,Deteriorating,Stable,Deteriorating,Stable,0,0,0,0,No,No,Government extension,100,250,0,0,0,0
310,Ward 27,Murehwa,52,0,1,0,1,0,4,0,0,0,0,0,1,0,1,0,0,0,0.06,0,0.06,0,0,0,0,0,0,0,No,0,0,0,0,0,0.333333333,5,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,2,0,Stable,Improving,Stable,Improving,50,50,0,0,No,No,Government extension,50,833.3333333,0,0,0,0
311,Ward 27,Murehwa,71,0,1,3,0,1,5,0,0,1,0,0,0,0,0,1,0,0,0.4,0.6,1.8,0,1,0.6,3,0,8,0,No,2.18,1,0,1,1,0.75,3,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,6,3,9,0,Stable,Improving,Stable,Improving,50,50,900,0,No,No,Government extension,600,333.3333333,0.01,0.71,0.02,2.18
312,Ward 27,Murehwa,37,1,1,1,1,1,6,0,0,0,0,0,1,0,2,0,0,0,0.04,0.4,0.03,0,0.01,1.73E-18,0,2,4,0,No,0.44,1,0,0,0,1,3,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,4,7,0,Deteriorating,Deteriorating,Deteriorating,Stable,10,10,0,0,No,No,Other farmers,20,666.6666667,0,0,0,0.24
313,Ward 27,Murehwa,62,1,0,1,4,0,9,0,0,1,1,1,1,0,3,0,0,0,2,1,1.5,0,0.5,0,9,4,15,0,No,7.65,1,0,1,1,0.833333333,8,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,6,6,12,0,Stable,Improving,Stable,Improving,300,250,4000,1000,Yes,Yes,Government extension,2000,1333.333333,1,0.2,6.55,6.81
314,Ward 27,Murehwa,75,1,1,0,1,2,5,0,0,0,0,0,1,0,1,0,0,0,0.2,0.4,0.2,0,0.6,0,0,0,0,0,No,0,1,0,1,1,0.75,2,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,1,4,0,Deteriorating,Stable,Stable,Stable,50,50,300,300,No,No,Government extension,50,250,0,0,0,0
315,Ward 27,Murehwa,74,0,0,2,1,2,5,0,0,1,0,0,0,0,1,0,0,0,0.8,0,0.4,0,0.4,0,3,5,10,0,No,3.2,1,0,1,1,0.333333333,4,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,3,5,8,0,Stable,Improving,Stable,Deteriorating,50,0,1000,0,No,No,Government extension,250,625,1.1,0,0,2.7
316,Ward 27,Murehwa,82,0,0,1,1,1,3,0,0,0,0,0,2,0,1,0,0,0,0.8,0.2,0.4,0,0.2,0.2,0,0,0,0,No,0,1,0,1,1,0.75,6,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,1,7,0,Stable,Improving,Deteriorating,Improving,940,40,0,1200,No,No,Government extension,300,750,0,0,0,0
317,Ward 27,Murehwa,62,1,1,0,2,0,3,0,0,1,1,1,1,0,1,0,0,0,1,0.4,0.4,0,0.2,0.4,0,0,9,0,No,0.09,1,0,1,1,1,5,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,4,2,6,0,Stable,Stable,Improving,Deteriorating,50,50,0,600,No,No,Government extension,600,1500,0.25,0.03,0,0.09
318,Ward 27,Murehwa,48,0,0,0,2,3,9,0,0,1,0,1,0,0,2,0,0,0,0.6,0,0.3,0,0.3,0,5,4,30,0,No,4.6,1,0,1,0,0.833333333,3,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,4,6,10,0,Improving,Improving,Improving,Improving,32,50,0,0,No,Yes,Government extension,500,1666.666667,0.9,0.1,0.93,4.02
319,Ward 27,Murehwa,62,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.24,1,0.12,0.06,0.06,0,0,4,0,0,No,0.8,1,0,1,0,0.5,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,5,3,8,0,Stable,Deteriorating,Stable,Deteriorating,30,30,0,150,No,No,Government extension,300,1666.666667,0.1,0,0,0.4
32,Ward 2,Mbire,49,0,1,1,2,2,9,0,0,0,0,0,0,0,1,0,0,0,0.8,0,0.8,0,0,0,1,11,5,0,No,2.95,0,0,0,0,0.416666667,3,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,4,4,0,Stable,Stable,Stable,Stable,50,50,0,0,No,No,Government extension,250,312.5,1.36,0.2,0.02,1.85
320,Ward 27,Murehwa,79,1,1,2,2,2,6,0,0,0,1,1,2,0,1,0,0,0,0.9,1,0.18,0.06,0.36,0.3,1,3,26,0,No,1.56,1,0,1,1,1,5,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,7,4,11,0,Deteriorating,Deteriorating,Deteriorating,Stable,50,50,0,0,No,No,Government extension,125,694.4444444,0.22,0.28,5,1.26
321,Ward 27,Murehwa,46,1,1,0,3,1,5,0,0,0,0,1,0,0,0,0,0,0,0.2,0.4,0.2,0,0.2,0.4,3,2,0,0,No,2.5,1,0,1,1,0,2,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,5,3,8,0,Stable,Deteriorating,Stable,Improving,100,150,600,0,No,Yes,Government extension,100,500,0.8,0,2.8,2.3
322,Ward 27,Murehwa,53,0,1,0,0,2,9,0,0,1,1,1,0,0,0,0,0,0,1,1,0.18,0,0.24,0.58,2,0,14,6,No,1.54,1,0,1,1,0.833333333,5,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,9,5,14,0,Deteriorating,Stable,Deteriorating,Stable,50,40,300,0,No,No,Relatives,1000,5555.555556,0.06,0,0,1.52
323,Ward 27,Murehwa,72,1,0,1,1,2,6,0,0,1,0,0,0,0,1,0,0,0,0.6,0.4,0.46,0,0.09,0.05,10,2,19,0,No,7.59,1,0,1,0,0.416666667,4,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,5,4,9,0,Deteriorating,Stable,Stable,Deteriorating,50,50,1200,0,No,No,Government extension,250,543.4782609,2.4,0.18,0.25,7.33
324,Ward 27,Murehwa,71,1,0,1,1,0,2,0,0,1,0,1,1,0,3,0,0,0,0.3,0.4,0.2,0,0.1,0,0,3,9,0,No,0.69,1,0,1,0,0.583333333,3,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,3,4,7,0,Improving,Improving,Stable,Improving,10,21,9,0,No,No,Government extension,400,2000,0.1,0.01,0.16,0.39
325,Ward 27,Murehwa,70,0,0,1,1,1,5,0,0,1,0,0,0,0,1,0,0,0,0.3,0,0.1,0,0.2,0,0,1,0,0,No,0.2,1,0,0,0,0.416666667,3,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,2,7,0,Improving,Improving,Improving,Improving,5,0,0,0,No,No,Other farmers,50,500,0,0,0.1,0.1
326,Ward 27,Murehwa,53,0,1,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0.4,0,0.2,0,0.1,0.1,0,0,16,0,No,0.16,1,0,1,1,0.833333333,4,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,3,3,6,0,Stable,Improving,Deteriorating,Improving,50,50,0,300,No,No,Government extension,250,1250,0,0.05,0,0.04
327,Ward 27,Murehwa,60,0,1,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0.6,0.2,0.2,0,0.8,0,6,0,16,0,No,4.36,1,0,1,1,1,5,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,5,3,8,0,Stable,Improving,Stable,Improving,50,100,600,1,No,No,Government extension,1100,5500,1.44,0.75,5.6,4.36
328,Ward 27,Murehwa,84,0,0,1,1,0,3,0,0,0,0,0,1,0,2,0,0,0,0.66,1,0.6,0,0.2,0.06,0,0,17,0,No,0.17,1,0,1,0,0.5,3,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,6,4,10,0,Stable,Stable,Stable,Stable,100,50,0,0,No,No,Other farmers,350,583.3333333,0.5,0.6,0.02,0.15
329,Ward 27,Murehwa,71,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.12,0.4,0.08,0,0.04,0,0,0,0,0,No,0,0,0,0,0,0.333333333,4,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,1,3,0,Stable,Improving,Stable,Deteriorating,50,0,0,250,No,No,Government extension,200,2500,0,0,0,0
33,Ward 2,Mbire,48,0,0,0,2,2,5,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,No,0,0,0,0,0,0.666666667,3,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,2,0,Stable,Stable,Deteriorating,Stable,50,50,0,0,No,No,Other farmers,1550,775,0,0,0,0
330,Ward 27,Murehwa,80,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0.3,0.4,0.2,0,0.1,0,0,0,6,0,No,0.06,0,0,1,0,0.583333333,3,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,2,4,0,Stable,Stable,Stable,Stable,0,50,0,150,No,No,Other farmers,300,1500,0.03,0.03,0.04,0.06
331,Ward 27,Murehwa,37,0,1,0,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0.7,0,0.7,0,0,0,1,5,11,0,No,1.81,1,0,0,0,0.833333333,4,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,3,4,7,0,Improving,Stable,Stable,Stable,50,70,0,0,No,Yes,Government extension,650,928.5714286,0.01,0.2,0.1,1.31
332,Ward 27,Murehwa,72,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.1,0,0.2,0,0,0,0,0,No,0,1,0,0,1,0,5,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,1,5,0,Stable,Improving,Deteriorating,Improving,50,50,0,600,No,No,Government extension,20,200,0,0,0,0
333,Ward 27,Murehwa,77,0,0,2,0,2,4,0,0,1,1,1,1,0,2,0,0,0,1,0.8,0.4,0,0,0.6,5,0,10,0,No,3.6,1,0,1,1,0.75,5,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,1,3,4,0,Stable,Stable,Improving,Stable,200,200,600,0,No,No,Government extension,1000,2500,0.09,0.07,2.8,3.6
334,Ward 27,Murehwa,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0.4,0,0,0,0,No,0,0,0,1,0,0.5,4,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,1,1,0,Stable,Improving,Stable,Improving,0,0,0,0,No,No,Other farmers,0,NA,0,0,0,0
335,Ward 27,Murehwa,62,0,0,1,2,1,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0.12,0,0.12,0.76,2,1,8,0,No,1.68,1,0,0,0,0.5,4,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,6,4,10,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,50,42,300,0,No,No,Government extension,100,833.3333333,0,0.11,2.91,1.58
336,Ward 27,Murehwa,70,1,0,1,0,1,5,0,0,1,1,0,0,0,2,0,0,0,0.7,0.3,0.6,0,0.1,0,3,0,5,0,No,2.15,1,0,1,0,0.583333333,4,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,3,3,6,1,Stable,Stable,Stable,Stable,50,100,500,600,No,No,Government extension,840,1400,0.03,0.1,0.02,2.15
337,Ward 27,Murehwa,65,0,1,0,0,2,4,0,0,1,0,0,1,0,5,0,0,0,0.4,0.2,0,0,0.3,0.4,1,1,7,4,No,0.97,1,0,0,1,0.833333333,3,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,11,6,17,0,Stable,Stable,Improving,Stable,0,0,0,0,No,Yes,Government extension,0,NA,0.11,0,2.9,0.87
338,Ward 27,Murehwa,64,1,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.18,0,0.12,0.06,0,0,9,0,No,0.09,1,0,0,0,0.666666667,5,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,7,2,9,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,50,50,0,200,No,No,Government extension,400,2222.222222,0,0,0,0.09
339,Ward 27,Murehwa,72,1,0,0,3,2,7,0,0,0,0,0,1,0,1,0,0,0,0.8,0.4,0.4,0,0.2,0.2,0,0,7,0,No,0.07,1,0,1,1,0.833333333,4,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,5,2,7,0,Stable,Improving,Stable,Improving,110,75,0,300,No,No,Government extension,250,625,0.2,0.16,0.04,0.07
